oyun_adi,oyun_turu,gelistirici,puan,turkce_destegi,fiyat,yas,dil,ingilizce_destegi,dil_sayisi,platform
Creator's Fall,"Rogue-like, Aksiyon Roguelike, Mermi Cehennemi, Hack and Slash, Aksiyon, Arena Nişancısı, Rogue-lite, Bağımsız, Tekrar Oynanabilir, Üstten Görünüş, 2D, Piksel Grafikler, Kontrolcü, Tek Oyunculu, Eşli, PvP, Çevrimiçi Eşli Oyun, Çok Oyunculu",BaroxxTech,,1,5.79,0,"Türkçe, İngilizce, Almanca, Fransızca, İtalyanca, Kastilyaİspanyolcası, Arapça, BrezilyaPortekizcesi, GelenekselÇince, BasitleştirilmişÇince, Endonezce, Japonca, Korece, Felemenkçe, Lehçe, Rusça, LatinAmerikaİspanyolcası, Ukraynaca, Rumence",1,18.0,Steam
Hoover Heroes,"Aile Dostu, Basit Eğlence, Parti Oyunu, Çok Oyunculu, Sevimli, Renkli, Beat 'em up, PvP, 3D Dövüş, Aksiyon Macera, Fizik Tabanlı, 3D, Aksiyon, Komik, Üçüncü Şahıs, Çizgi Filmvari, Komedi, Macera, TPS, Erken Erişim",Kiki Games,,1,3.99,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, BasitleştirilmişÇince, BrezilyaPortekizcesi, Felemenkçe, GelenekselÇince, Japonca, Korece, Lehçe, Portekizce-Portekiz, Rusça, Ukraynaca",1,16.0,Steam
Zero Orders Tactics Under,"Strateji, RYO, Bağımsız",Pauloondra,,1,2.24,0,"Türkçe, İngilizce, Rusça, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, BrezilyaPortekizcesi, Japonca, Korece, Lehçe, BasitleştirilmişÇince, Portekizce-Portekiz, LatinAmerikaİspanyolcası",1,13.0,Steam
Urban Jungle: Brother's Wedding Story,"Bağımsız, Basit Eğlence, Simülasyon, LGBTİ+",Kylyk Games,,1,1.49,0,"Türkçe, İngilizce, Rusça, Almanca, Kastilyaİspanyolcası, Korece, Japonca, BasitleştirilmişÇince, Fransızca, BrezilyaPortekizcesi, Tayca, GelenekselÇince, Ukraynaca",1,12.0,Steam
Sizi Hayattan Soğutacak Bir Pinball Oyunu,"Zor, Pinball, Platform (Zorlu), Macera, Fizik Tabanlı, Anlatı, Komik, Tek Oyunculu, Aksiyon, Kediler, Müzik, Zaman Manipülasyonu, 2D Platform, Kontrolcü, Renkli, Psikolojik Korku, Rahatlatıcı, Atmosferik, 2.5D, Platform",Azimuth Studios,,1,5.79,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, Tayca, GelenekselÇince, İtalyanca, Çekçe, LatinAmerikaİspanyolcası, Ukraynaca",1,16.0,Steam
Backrooms: Exit from Supermarket,"Erken Erişim, Korku, Psikolojik Korku, Atmosferik, Karanlık, Zengin Hikâye, Hayatta Kalma - Korku, Birinci Şahıs, Macera, Lovecraft Temalı, Tek Oyunculu, Aksiyon, Yürüme Simülatörü, Gizem, Anlatı, Keşif, Öğretici, Lineer, 3D, Gerçekçi",CGI LAB GAMES,,1,0.59,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Japonca, Korece, Norveççe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, İsveççe, GelenekselÇince, Ukraynaca, Vietnamca",1,24.0,Steam
Sweetie Candy Maze: Yellow Lemon,"Basit Eğlence, Side Scroller, 2D, Sevimli, Atmosferik, Tek Oyunculu, Bağımsız, Aile Dostu, Kontrolcü, Kısa, Stilize, Renkli, Soyut, Tekrar Oynanabilir, Eski Usul, Retro, Minimalist, Rahatlatıcı, Bulmaca, Klasik",Cute Hannah's Games,,1,0.55,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, Vietnamca, Yunanca, Danca, BasitleştirilmişÇince, GelenekselÇince, Korece, Norveççe, Felemenkçe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rusça, Rumence, Tayca, Macarca, Ukraynaca, Fince, Çekçe, İsveççe, Japonca, Endonezce, LatinAmerikaİspanyolcası, Azerice, Arnavutça, Amharca, AssamDili, Afrikaanca(GüneyAfrikadili), Baskça, Bangla, Boşnakça, Belarusça, Valensiyaca, Galce, Wolofdili, Ermenice, Galiçyaca, Gürcüce, Gucaratça, Hintçe, Darice, Estonca, Zuluca, Yorubaca, Kazakça, Kannadadili, Katalanca, Keçuvadili, Kırgızca, Konkanidili, Kmerdili, Xhosadili, Kiçece, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Pencapdili(Shahmukhi), Pencapdili, Farsça, Ruandaca, Sırpça, Sothodili, Seylanca, Sindhî, İskoçça, Slovakça, Slovence, Soranice, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Özbekçe, Uygurca, Urduca, Filipince, Hausaca, Hırvatça, ÇerokiDili, İbranice, İrlandaca, İzlandaca, İgbodili",1,102.0,Steam
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Christmas 4,"Bulmaca, Basit Eğlence, Strateji, Kutu Oyunu, Masa Oyunları, Simülasyon, 2D, Rahatlatıcı, Renkli, Aile Dostu, 4 Yerel Oyunculu, Eşli, Eşli Ana Görev, Yerel Eşli Oyun, Yerel Çok Oyunculu, Çok Oyunculu, Tek Oyunculu, Bağımsız, Zor, Oynaması Ücretsiz",Pixel Puzzles,,1,6.59,0,"Türkçe, İngilizce, Kastilyaİspanyolcası, LatinAmerikaİspanyolcası, BasitleştirilmişÇince, Almanca, GelenekselÇince, Fransızca, İtalyanca, Arapça, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Endonezce, Japonca, Korece, Norveççe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rumence, Rusça, İsveççe, Tayca, Ukraynaca, Vietnamca",1,29.0,Steam
Cold Trigger,"Aksiyon, Aksiyon Macera, Auto Battler, Battle Royale, Nişancı, Mermi Cehennemi, Looter Shooter, Kahraman Merkezli Nişancı, Arena Nişancısı, FPS, TPS, 3D, Gerçekçi, Bağımsız, Üçüncü Şahıs, Gerçeküstü, Macera, Taktiksel, Çatışma, PvP",Paulo Vitor,,1,0.49,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, BasitleştirilmişÇince, Japonca, BrezilyaPortekizcesi, Ukraynaca, Arapça, Bulgarca, GelenekselÇince, Korece, Danca, LatinAmerikaİspanyolcası, Fince, Yunanca, Felemenkçe, Macarca, Endonezce, Norveççe, Lehçe, Portekizce-Portekiz, Rumence, Rusça, İsveççe, Tayca, Çekçe, Vietnamca, Afrikaanca(GüneyAfrikadili), Arnavutça, Amharca, Ermenice, AssamDili, Azerice, Baskça, Bangla, Belarusça, Boşnakça, Kannadadili, Katalanca, Kazakça, ÇerokiDili, Seylanca, Konkanidili, Hırvatça, Darice, Slovakça, Slovence, Estonca, Filipince, Galiçyaca, Galce, Gürcüce, Gucaratça, Hausaca, İbranice, Hintçe, İgbodili, Yorubaca, İrlandaca, İzlandaca, Kmerdili, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayalamca, Malayca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Pencapdili, Pencapdili(Shahmukhi), Farsça, Kiçece, Ruandaca, Kırgızca, Keçuvadili, Sothodili, Sindhî, Soranice, Svahili, Sırpça, TacikDili, Tigrinyadili, Tswanadili, Türkmence, Tatarca, Tamilce, Teluguca, Uygurca, Wolofdili, Urduca, Özbekçe, Valensiyaca, Xhosadili, Zuluca, İskoçça",1,102.0,Steam
Greenhouse,"Korku, Psikolojik Korku, Yürüme Simülatörü, Keşif, Atmosferik, Hayatta Kalma - Korku, Sürükleyici, Gizem, Macera, Doğaüstü, Bulmaca, Dungeon Crawler, Kaçış Odası, Gerçekçi, Gerçeküstü, Lineer Olmayan, 3D, Tek Oyunculu, Birinci Şahıs, Gerilim",7D Games Studio,,1,1.79,0,"Türkçe, İngilizce, Fransızca, Almanca, Çekçe, Japonca, Lehçe, Rusça, BasitleştirilmişÇince, İsveççe, GelenekselÇince, İtalyanca, Kastilyaİspanyolcası, BrezilyaPortekizcesi, Ukraynaca, Portekizce-Portekiz, LatinAmerikaİspanyolcası",1,16.0,Steam
LockYourDoor,"Korku, Çok Oyunculu, Psikolojik Korku, Birinci Şahıs, Çevrimiçi Eşli Oyun, Eşli, Keşif, Gizem, Atmosferik, Zaman Yönetimi, İblisler, Doğaüstü, Soruşturma, Gerçeküstü, Gerilim, Hayatta Kalma - Korku, Aksiyon Macera, Tek Oyunculu, Macera, Aksiyon",Penguin's Autumn,82.0,1,4.99,0,"Türkçe, İngilizce, Rusça, BasitleştirilmişÇince, GelenekselÇince, Fransızca, Almanca, Kastilyaİspanyolcası, Japonca, Lehçe, BrezilyaPortekizcesi, Korece",1,11.0,Steam
Moonlight Chess,"Auto Battler, Kule Savunması, Kartlı Savaş, Rogue-like, Strateji, Sıra Tabanlı Taktik, Taktiksel, Macera, Piksel Grafikler, Retro, Fantezi, 2D, Tek Oyunculu, Bağımsız, Çatışma, Sıra Tabanlı Savaş, Sıra Tabanlı Strateji, Savaş Oyunu, Rogue-lite, Karanlık Fantezi",MyDreamForever,,1,2.24,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Endonezce, LatinAmerikaİspanyolcası, BrezilyaPortekizcesi, Portekizce-Portekiz, Rusça, Ukraynaca, Bulgarca, Macarca, Vietnamca, Yunanca, Danca, GelenekselÇince, BasitleştirilmişÇince, Korece, Felemenkçe, Norveççe, Lehçe, Rumence, Tayca, Fince, Çekçe, İsveççe, Japonca, Hintçe",1,29.0,Steam
Minipo,"Basit Eğlence, 2D, Aksiyon, 2D Platform, Sevimli, Renkli, Aksiyon Macera, Platform, Koşu, Platform (Zorlu), Fantezi, Bağımsız, Hayatta Kalma, Komik, Parkur, Kadın Karakter, Tek Oyunculu, Aile Dostu",Kadir Gülağız,,1,0.62,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, BasitleştirilmişÇince, BrezilyaPortekizcesi, Bulgarca, Danca, Endonezce, Felemenkçe, Fince, GelenekselÇince, Japonca, Korece, LatinAmerikaİspanyolcası, Lehçe, Macarca, Norveççe, Portekizce-Portekiz, Rumence, Rusça, Tayca, Ukraynaca, Vietnamca, Yunanca, Çekçe, İsveççe, Afrikaanca(GüneyAfrikadili), Amharca, Arnavutça, AssamDili, Azerice, Bangla, Baskça, Belarusça, Boşnakça, Darice, Ermenice, Estonca, Farsça, Filipince, Galce, Galiçyaca, Gucaratça, Gürcüce, Hausaca, Hintçe, Hırvatça, Kannadadili, Katalanca, Kazakça, Keçuvadili, Kiçece, Kmerdili, Konkanidili, Kırgızca, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayalamca, Malayca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Pencapdili, Pencapdili(Shahmukhi), Ruandaca, Seylanca, Sindhî, Slovakça, Slovence, Soranice, Sothodili, Svahili, Sırpça, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Urduca, Uygurca, Valensiyaca, Wolofdili, Xhosadili, Yorubaca, Zuluca, ÇerokiDili, Özbekçe, İbranice, İgbodili, İrlandaca, İskoçça, İzlandaca",1,102.0,Steam
Box of Broken Nails,"Psikolojik Korku, Psikolojik, Atmosferik, Keşif, Korku, Aksiyon, Gerçeküstü, Gerilim, Lineer, Yürüme Simülatörü, Birinci Şahıs, Anlatı, Stilize, Macera, 3D, Kısa, Tek Oyunculu, Gizli Nesne, Kalıcı Ölüm, Bağımsız","Cdodge, trushkeen",,1,2.99,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, Macarca, Vietnamca, Yunanca, Danca, Endonezce, BasitleştirilmişÇince, Korece, Felemenkçe, Norveççe, Lehçe, Portekizce-Portekiz, Rumence, Rusça, Tayca, Ukraynaca, Fince, Çekçe, İsveççe, Japonca",1,26.0,Steam
Cat Merge,"Kediler, Basit Eğlence, Sevimli, Strateji, Rahatlatıcı, Fizik Tabanlı, 2D, Renkli, Bulmaca, Bağımsız, Aile Dostu, Tek Oyunculu",Alangu Apex Games,,1,0.89,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, BasitleştirilmişÇince, Japonca, Korece, Portekizce-Portekiz, Rusça, İsveççe",1,12.0,Steam
Puzzle - LINES AND KNOTS 3,"Basit Eğlence, Bulmaca, Minimalist, Mantık, Rahatlatıcı, Tek Oyunculu, Bağımsız, Simülasyon",PlayToday,,1,2.33,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, Macarca, Vietnamca, Yunanca, Danca, Endonezce, LatinAmerikaİspanyolcası, GelenekselÇince, BasitleştirilmişÇince, Korece, Felemenkçe, Norveççe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rumence, Rusça, Tayca, Ukraynaca, Fince, Çekçe, İsveççe, Japonca, Azerice, Arnavutça, Amharca, Ermenice, AssamDili, Afrikaanca(GüneyAfrikadili), Baskça, Belarusça, Bangla, Boşnakça, Valensiyaca, Galce, Wolofdili, Galiçyaca, Gürcüce, Gucaratça, Darice, Zuluca, İbranice, İgbodili, İrlandaca, İzlandaca, Yorubaca, Kazakça, Kannadadili, Katalanca, Keçuvadili, Ruandaca, Kiçece, Konkanidili, Xhosadili, Kmerdili, Kırgızca, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayca, Malayalamca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Pencapdili, Pencapdili(Shahmukhi), Farsça, Sırpça, Sothodili, Seylanca, Sindhî, Slovakça, Slovence, Soranice, Svahili, TacikDili, Tamilce, Tatarca, Teluguca, Tigrinyadili, Tswanadili, Türkmence, Özbekçe, Uygurca, Urduca, Filipince, Hausaca, Hintçe, Hırvatça, ÇerokiDili, İskoçça, Estonca",1,102.0,Steam
The Fat Cat Fest,"Kediler, Mini Oyun, Komik, Parti Oyunu, Basit Eğlence, Renkli, Çizgi Filmvari, Bağımsız, Komedi, Parti, PvP, Çizgi Film, 2D, Kontrolcü, Sevimli, Aile Dostu, Yerel Çok Oyunculu, Çok Oyunculu, Tek Oyunculu",The Yippies Dev,,1,2.87,0,"Türkçe, İngilizce, LatinAmerikaİspanyolcası, Kastilyaİspanyolcası, Fransızca, Japonca, Korece, BasitleştirilmişÇince",1,7.0,Steam
Mini Heroes: Squad Online,"Aksiyon, Bağımsız, Çok Oyunculu, PvP, Basit Eğlence, Nişancı, Arcade, Arena Nişancısı, 2D Platform, Savaş Oyunu, Karakter Kişiselleştirme, Silah Kişiselleştirme, Mermi Cehennemi, 2D, Çatışma, Savaş, Taktiksel, Kadın Karakter, Hayatta Kalma",Rokito Games,,1,0.44,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, BasitleştirilmişÇince, Bulgarca, Danca, Felemenkçe, Fince, GelenekselÇince, Japonca, Korece, Lehçe, Macarca, Norveççe, Portekizce-Portekiz, Rumence, Rusça, Tayca, Ukraynaca, Vietnamca, Yunanca, Çekçe, İsveççe",1,25.0,Steam
MEMOLOGY: Absurd racing,"Yarış, Basit Eğlence, Macera, RYO, Spor, Aksiyon, Aksiyon Macera, Ritim, Aksiyon RYO, Savaşlı Yarış, Kendi Maceranı Seç, 3D, Soyut, Sevimli, Üçüncü Şahıs, Bölünmüş Ekran, Stilize, Renkli, Araç Kullanma, Aile Dostu","Piece Of Voxel, Gamesforfarm",,1,0.71,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Bulgarca, Danca, GelenekselÇince, Korece, Felemenkçe, Norveççe, Lehçe, Portekizce-Portekiz, Rusça, Ukraynaca, Fince, İsveççe, Japonca",1,18.0,Steam
Zombocity,"Aksiyon, Basit Eğlence, Aksiyon Macera, Arcade, Nişancı, Arena Nişancısı, Boomer Shooter, FPS, Looter Shooter, Shoot 'Em Up, 3D, Birinci Şahıs, Bağımsız, Zengin Evren, Zombi, PvE, Çatışma, Tek Oyunculu, Retro",cnsgames,,1,0.44,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, BasitleştirilmişÇince, BrezilyaPortekizcesi, Bulgarca, Danca, Endonezce, Felemenkçe, Fince, GelenekselÇince, Japonca, Korece, LatinAmerikaİspanyolcası, Lehçe, Macarca, Norveççe, Portekizce-Portekiz, Rumence, Rusça, Tayca, Ukraynaca, Vietnamca, Yunanca, Çekçe, İsveççe",1,29.0,Steam
Vaporwave Hardest Game - Retrowave Edition,"Basit Eğlence, Aksiyon, Arcade, E-spor, Platform, Ritim, Mermi Cehennemi, Bulmaca Platform, Souls-like, Side Scroller, 2D Platform, Platform (Zorlu), 2D, Üstten Görünüş, Retro, 1980'ler, 1990'lar, Bilim Kurgu, Atmosferik, Cyberpunk",RewindApp,,1,1.49,0,"Türkçe, İngilizce, Katalanca, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Endonezce, Japonca, Korece, Norveççe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rumence, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, İsveççe, Tayca, GelenekselÇince, Ukraynaca, Vietnamca",1,29.0,Steam
Cosmic Coop,"Çiftçilik Simülatörü, Yaratık Toplama, Yaşam Simülatörü, İç Isıtıcı, Rahatlatıcı, Piksel Grafikler, Sevimli, 2D, Renkli, Pozitif, Tek Oyunculu, Kontrolcü, Aile Dostu, Basit Eğlence, Çiftçilik, Tarım, Üretim, Kaynak Yönetimi, Collectathon, Keşif",Omnivorian,,1,4.99,0,"Türkçe, İngilizce, Felemenkçe, Japonca, Fransızca, Almanca, Kastilyaİspanyolcası, Korece, Lehçe, Portekizce-Portekiz, Rusça, BasitleştirilmişÇince, GelenekselÇince",1,12.0,Steam
Next Run,"Rogue-like, RYO, Strateji, Stratejik RYO, Taktiksel RYO, Rogue-lite, Sıra Tabanlı Strateji, Keşif, Kaynak Yönetimi, Fantezi, Zaman Yönetimi, Üretim, Sınıf Tabanlı, Dungeon Crawler, 2D, Çizgi Film, İnşa Etme, Sandbox, Prosedürel Oluşturma, Şehir Kurma",Clarus Victoria,,1,4.34,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, Lehçe, Rusça, BasitleştirilmişÇince, Japonca, GelenekselÇince, BrezilyaPortekizcesi, İtalyanca, Korece",1,12.0,Steam
BAD SECTOR ³,"Bağımsız, Korku, Psikolojik Korku, Tek Oyunculu, Bulmaca, Atmosferik, Gizli Nesne, Gizem, Yürüme Simülatörü, Rogue-lite, Prosedürel Oluşturma, Keşif, Psikolojik, Karanlık, Macera, Tekrar Oynanabilir, Birinci Şahıs, 3D",Studio Gine,,1,4.99,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Bulgarca, BasitleştirilmişÇince, GelenekselÇince, Korece, Danca, LatinAmerikaİspanyolcası, Fince, Yunanca, Macarca, Endonezce, Japonca, Norveççe, Felemenkçe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rumence, Rusça, İsveççe, Çekçe, Ukraynaca, Vietnamca",1,27.0,Steam
Bubble Hook Mania,"Arcade, Basit Eğlence, Bulmaca Platform, Aksiyon, Platform (Zorlu), 2D Platform, Bulmaca, Puan Yarışı, Fizik Tabanlı, 2D, Bağımsız, Arena Nişancısı, Nişancı, Retro, Eski Usul, Tek Oyunculu, Aile Dostu, Çizgi Filmvari, Stilize, Hayatta Kalma",Rokito Games,,1,0.44,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Japonca, Korece, Norveççe, Lehçe, Portekizce-Portekiz, Rumence, Rusça, BasitleştirilmişÇince, İsveççe, Tayca, GelenekselÇince, Ukraynaca, Vietnamca",1,25.0,Steam
"Star Ores Inc. – Resmi Kitap: Hikâye, Arka Plan ve İlginç Bilgiler","Bilim Kurgu, 3D, Simülasyon, Yönetim, Otomasyon, Bağımsız, İnşa Etme, Kaynak Yönetimi, Keşif, Rahatlatıcı, Uzay, Kontrolcü, Birinci Şahıs, Üs İnşa Etme, Tek Oyunculu, Aile Dostu, Basit Eğlence, Madencilik, Fütürist, Uzay Simülasyonu",BlackBeak Games,,1,2.99,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, BrezilyaPortekizcesi, GelenekselÇince, BasitleştirilmişÇince, Japonca, Korece, Lehçe, Portekizce-Portekiz, Rusça, Norveççe, Tayca, Çekçe",1,16.0,Steam
DIGGERGUN,"Önemli Seçimler, Minimalist, Birden Fazla Son, Tekrar Oynanabilir, Platform, Zaman Yönetimi, Aksiyon, Piksel Grafikler, Bulmaca, Macera, Politika, Aksiyon Macera, Sürükleyici Simülasyon, Stilize, Politik, RYO, Bağımsız, Romantik, Simülasyon, Atmosferik",Kabloop,,1,2.99,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Japonca, Tayca, Kastilyaİspanyolcası, Çekçe, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, Ukraynaca, Portekizce-Portekiz, LatinAmerikaİspanyolcası",1,15.0,Steam
Farming Life Simulator,"Çiftçilik Simülatörü, Keşif, Önemli Seçimler, Yaşam Simülatörü, İnşa Etme, Açık Dünya, Doğa, 3D, Simülasyon, Birinci Şahıs, Komik, Rahatlatıcı, Atmosferik, Üretim, Ekonomi, Tek Oyunculu, Bağımsız, Erken Erişim",MGR Studio,,1,4.05,0,"Türkçe, İngilizce, Japonca, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Korece, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince",1,10.0,Steam
Co OPERATION: MultiTurn,"Sıra Tabanlı Taktik, Eşli, Masa Oyunları, Parti Oyunu, Bulmaca, Bağımsız, İzometrik, Kutu Oyunu, Tıp Simülatörü, Çizgi Filmvari, Komik, Çevrimiçi Eşli Oyun, Yerel Eşli Oyun, Aile Dostu, Modlanabilir, Sıra Tabanlı Strateji, Strateji, Taktiksel, Programlama, Çok Oyunculu",Mind Feast Games,,1,6.0,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Endonezce, Japonca, Korece, Norveççe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rumence, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, İsveççe, Tayca, GelenekselÇince, Ukraynaca, Vietnamca",1,29.0,Steam
Fight School Simulator - Reclaim the Honor,"Aksiyon, RYO, Simülasyon",Queen,,1,1.49,0,"Türkçe, İngilizce, BasitleştirilmişÇince, Japonca, Rusça, LatinAmerikaİspanyolcası, Almanca, İtalyanca, Portekizce-Portekiz, Fransızca, BrezilyaPortekizcesi, Korece, Lehçe, Kastilyaİspanyolcası, Endonezce",1,14.0,Steam
Burgie's cozy kitchen - Halloween cosmetics pack,"Simülasyon, Aşçılık, Idler, Rahatlatıcı, Yardımcı Uygulamalar, Sevimli, Tek Oyunculu, Renkli, 3D, Basit Eğlence, Erken Erişim, Yönetim, Birinci Şahıs, Tıklama, Zaman Yönetimi, Aile Dostu, Çok Oyunculu, Macera, Arcade, Komedi",HeyNau,,1,1.49,0,"Türkçe, İngilizce, Kastilyaİspanyolcası, Fransızca, İtalyanca, LatinAmerikaİspanyolcası, BrezilyaPortekizcesi, Portekizce-Portekiz, Almanca, BasitleştirilmişÇince, GelenekselÇince, Korece, Japonca, Lehçe, Rusça, Ukraynaca",1,15.0,Steam
Doki Doki: School of Muscular Finance - Chibistickers,"Macera, Basit Eğlence, İlişki Simülatörü, Kelime Oyunu, Görsel Roman, Point & Click, Tıklama, Sevimli, Çizgi Roman, Renkli, Dram, Otome, Kadın Karakter, Romantik, Komik, Rahatlatıcı, Eğitici, Komedi, Meme'ler, Kara Mizah","The Thinker Cat, Plumko, WeissGarden, Just Kidding Entertainment",,1,3.99,0,"Türkçe, İngilizce, Fransızca, Japonca, BasitleştirilmişÇince, GelenekselÇince, Korece, İtalyanca, Almanca, Kastilyaİspanyolcası, Danca, Rusça, Bulgarca, Macarca, Endonezce, Yunanca, Norveççe, Çekçe, Lehçe, Tayca, Ukraynaca, İsveççe, Rumence, Fince, Felemenkçe, BrezilyaPortekizcesi, Portekizce-Portekiz, LatinAmerikaİspanyolcası, Vietnamca, Arapça, Azerice, Ermenice, İgbodili, Sindhî, Seylanca, Keçuvadili, Hırvatça, İzlandaca, ÇerokiDili, Galiçyaca, Katalanca, Afrikaanca(GüneyAfrikadili), Hintçe, Gucaratça, Svahili, Kırgızca, Kazakça, Gürcüce, Türkmence, Tamilce, Kiçece, TacikDili, Sırpça, Sothodili, Oriyadili, Galce, Konkanidili, Bangla, Amharca, Nepalce, Baskça, İbranice, Kannadadili, Estonca, İrlandaca, Letonca, Tigrinyadili, Slovakça, Slovence, Pencapdili, Pencapdili(Shahmukhi), Tswanadili, MaoriDili, Wolofdili, Boşnakça, Farsça, Teluguca, Urduca, Özbekçe, Valensiyaca, Belarusça, Ruandaca, Lüksemburgca, Zuluca, Xhosadili, Litvanyaca, Yorubaca, Soranice, Uygurca, Filipince, Moğolca, İskoçça, Hausaca, Darice, Arnavutça, AssamDili, Tatarca, Malayca, Makedonca, MaratiDili, Malayalamca, Maltaca, Kmerdili",1,102.0,Steam
The Creator - Supporter Pack,"Simülasyon, Tasarım ve İllüstrasyon, Keşif, Sevimli, Renkli, Aile Dostu, Kediler, Doğa, Basit Eğlence, Rahatlatıcı, İnşa Etme, Kaynak Yönetimi, Bölüm Düzenleyici, Fotoğraf Düzenleme, Köpek, Bağımsız, Sandbox, Birinci Şahıs, Yapay Zekâ, Tek Oyunculu",Mark Miller,,1,2.99,0,"Türkçe, İngilizce, Rusça, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, BrezilyaPortekizcesi, BasitleştirilmişÇince, Korece, Lehçe, Portekizce-Portekiz, Japonca, GelenekselÇince",1,13.0,Steam
